Time,I1V,I1A,I1P,I2V,I2A,I2P,I3V,I3A,I3P,I4V,I4A,I4P,G1V,G1A,G1P,G2V,G2A,G2P,G3V,G3A,G3P,FRQ,EFF,INVT,BOOT,SR,KWHT
06:25:02,321.029022,0.022557,7.241387,320.459961,0.015306,4.905088,,,,,,,243.335205,0.835581,0,,,,,,,49.997002,0,20.411617,20.671644,,23245.134
06:30:43,321.009399,0.020946,6.723735,321.186005,0.016112,5.174949,,,,,,,243.128723,0.835581,0,,,,,,,49.976013,0,20.383127,20.73126,,23245.134
06:40:16,330.271362,0.04028,13.30333,287.493652,0.036252,10.422219,,,,,,,239.948837,0.094727,1.611328,,,,,,,49.971016,6.791531,20.845871,21.2045,,23245.134
06:45:12,337.826141,0.032224,10.886109,252.741669,0.030613,7.73713,,,,,,,241.066544,0.094727,0,,,,,,,49.970016,0,23.065821,22.327883,,23245.134
06:50:05,390.277893,0.075726,29.554342,349.285858,0.071698,25.04324,,,,,,,241.898438,0.094727,24.169922,,,,,,,49.986004,44.269218,23.552158,22.884224,,23245.134
06:55:10,407.035767,0.25457,103.618942,410.705231,0.245708,100.913559,,,,,,,242.142548,0.757367,176.283615,,,,,,,49.969021,86.18856,24.648146,24.131989,,23245.144
07:00:06,351.091156,0.099089,34.789204,362.904083,0.082171,29.820265,,,,,,,240.931732,0.426047,36.254883,,,,,,,50,56.113888,24.894499,24.21558,,23245.151
07:05:06,363.963715,0.091838,33.425846,369.301117,0.076532,28.263353,,,,,,,238.751617,0.094727,34.643555,,,,,,,50.030018,56.158215,25.520449,24.597681,,23245.155
07:10:05,357.861023,0.085394,30.559042,360.313873,0.072504,26.124197,,,,,,,243.067963,0.094727,29.003906,,,,,,,49.982006,51.1684,25.865578,24.883051,,23245.158
07:15:01,376.424194,0.108756,40.938393,357.370453,0.095061,33.971924,,,,,,,243.395889,0.094727,45.117188,,,,,,,49.982006,60.228271,26.447655,25.520449,,23245.164
07:20:03,418.063782,0.306934,128.317825,417.76944,0.292433,122.169495,,,,,,,244.787643,0.971317,222.688538,,,,,,,49.989002,88.902122,27.24757,26.3528,,23245.175
07:25:03,351.67984,0.088616,31.164463,338.434448,0.07331,24.810493,,,,,,,242.069321,0.094727,29.003906,,,,,,,49.982006,51.815861,27.309994,26.231628,,23245.182
07:30:13,413.472046,0.258598,106.922882,421.752869,0.251347,106.006409,,,,,,,245.245819,0.757367,187.68132,,,,,,,49.984005,88.142555,27.959393,26.971586,,23245.189
07:35:07,406.407837,0.140174,56.967976,393.574524,0.12809,50.413116,,,,,,,243.929321,0.426047,84.287888,,,,,,,49.983006,78.494164,28.413559,27.349165,,23245.202
07:40:06,419.770966,0.180454,75.749519,411.235046,0.173204,71.227554,,,,,,,243.953552,0.563284,121.737473,,,,,,,49.978008,82.827522,28.570818,27.447678,,23245.207
07:45:01,374.932861,0.146619,54.972355,389.787323,0.127285,49.614006,,,,,,,244.823837,0.426047,84.287888,,,,,,,49.999001,80.59166,29.17802,28.080582,,23245.223
07:50:08,404.210083,0.177232,71.638969,390.670349,0.165954,64.833153,,,,,,,245.366241,0.563284,131.506927,,,,,,,49.970016,96.361748,29.266129,28.07263,,23245.228
07:55:00,432.408051,0.385882,166.858658,440.276794,0.380243,167.412262,,,,,,,245.462555,1.242453,301.658325,,,,,,,50.002998,90.24366,30.092335,28.974804,,23245.253
08:00:02,424.029114,0.299683,127.074409,429.876709,0.283571,121.900658,,,,,,,244.340729,0.971317,221.060287,,,,,,,49.985004,88.788124,30.295599,29.18169,,23245.272
08:05:06,386.255219,0.16837,65.033951,398.970795,0.149842,59.782425,,,,,,,243.420151,0.426047,103.826797,,,,,,,49.979008,83.183632,30.397169,29.279594,,23245.288
