Time,I1V,I1A,I1P,I2V,I2A,I2P,I3V,I3A,I3P,I4V,I4A,I4P,G1V,G1A,G1P,G2V,G2A,G2P,G3V,G3A,G3P,FRQ,EFF,INVT,BOOT,SR,KWHT
05:45:07,351.483612,0.02014,7.07888,351.660217,0.016918,5.949247,,,,,,,243.783951,0.835581,0,,,,,,,49.991001,0,18.790907,19.080156,,23352.194
05:50:07,315.946716,0.034641,10.944647,315.946716,0.036252,11.4537,,,,,,,241.886215,0.094727,0,,,,,,,50.002998,0,20.704306,20.032948,,23352.194
05:55:05,310.314972,0.045919,14.249416,281.155487,0.048336,13.589932,,,,,,,243.602127,0.094727,4.02832,,,,,,,50.011002,14.46988,21.286978,20.605238,,23352.194
06:00:02,308.215332,0.059614,18.374073,300.817535,0.059614,17.933058,,,,,,,242.946365,0.094727,12.084961,,,,,,,50.015003,33.285366,21.838121,21.095066,,23352.194
06:05:03,343.889587,0.066865,22.99411,304.428131,0.07331,22.317505,,,,,,,242.642197,0.426047,44.311523,,,,,,,50.004002,97.792854,22.313543,21.557915,,23352.195
06:10:05,372.126801,0.076532,28.479609,364.866364,0.079754,29.099699,,,,,,,243.359451,0.094727,40.283203,,,,,,,49.998001,69.96125,22.884796,22.028316,,23352.197
06:15:00,362.354645,0.09345,33.861897,363.237671,0.096672,35.114914,,,,,,,242.5448,0.094727,35.449219,,,,,,,50.005001,51.392956,23.454821,22.567373,,23352.2
06:20:05,397.616821,0.103117,41.000977,346.00885,0.110367,38.18803,,,,,,,243.067963,0.094727,45.117188,,,,,,,50.006001,56.974052,24.028259,23.074415,,23352.203
06:25:00,398.264374,0.123257,49.088795,382.605377,0.127285,48.699852,,,,,,,242.36203,0.094727,77.774918,,,,,,,49.994999,79.533684,24.536402,23.587713,,23352.208
06:30:07,414.041107,0.146619,60.706375,388.492218,0.149036,57.899326,,,,,,,241.189072,0.426047,93.243217,,,,,,,50.010002,78.616135,25.121353,24.177776,,23352.215
06:35:09,414.001862,0.176426,73.040863,417.49472,0.198178,82.738106,,,,,,,241.702942,0.563284,131.506927,,,,,,,50.005001,84.41893,25.726074,24.691114,,23352.225
06:40:08,438.785461,0.258598,113.468872,433.66391,0.255375,110.747009,,,,,,,241.776276,0.835581,192.56604,,,,,,,50.027016,85.884216,26.428064,25.41754,,23352.238
06:45:04,450.67688,0.331907,149.582901,440.433777,0.303711,133.764679,,,,,,,240.907196,1.031842,251.996902,,,,,,,50.026012,88.935608,27.043816,25.967155,,23352.256
06:50:09,448.753845,0.404411,181.481079,442.631531,0.378632,167.594467,,,,,,,243.420151,1.334413,314.684265,,,,,,,50.015003,90.147896,27.654015,26.507639,,23352.28
06:55:03,459.703369,0.469665,215.906494,444.02475,0.451942,200.673264,,,,,,,243.347321,1.576435,379.813995,,,,,,,50.010002,91.17437,28.26363,27.046263,,23352.308
07:00:08,455.150879,0.557475,253.735336,445.614197,0.529279,235.85434,,,,,,,244.316559,1.87894,453.08493,,,,,,,50.029018,92.543808,28.771538,27.554255,,23352.343
07:05:05,458.682983,0.638841,293.025391,447.890442,0.609034,272.780334,,,,,,,243.225891,2.190179,532.054688,,,,,,,50.026012,94.034874,29.381191,28.162056,,23352.384
07:10:04,461.39093,0.71779,331.18161,440.021698,0.708928,311.943726,,,,,,,242.556961,2.529423,608.582092,,,,,,,50.02401,94.628838,29.994434,28.568983,,23352.43
07:15:06,456.858063,0.812045,370.989227,442.847382,0.784654,347.482178,,,,,,,242.398621,2.846879,684.29541,,,,,,,50.028015,95.243233,30.601015,29.076378,,23352.484
07:20:05,455.543335,0.909522,414.326874,437.608093,0.897438,392.726318,,,,,,,243.856659,3.167264,767.335815,,,,,,,50.013004,95.078712,31.413134,29.685411,,23352.545
07:25:06,456.956177,1.002166,457.946136,438.236023,0.987666,432.830658,,,,,,,243.65062,3.505877,852.818542,,,,,,,50.017006,95.738747,32.125687,30.104591,,23352.612
07:30:02,456.387115,1.098838,501.495697,437.117523,1.077893,471.165833,,,,,,,242.47171,3.8578,935.044861,,,,,,,50.013004,96.132607,32.932899,30.60285,,23352.682
07:35:01,455.504089,1.193094,543.459045,437.980927,1.177787,515.848328,,,,,,,240.82135,4.21963,1013.2005,,,,,,,50.007999,95.647446,33.67963,31.209972,,23352.763
07:40:03,462.332825,1.268014,586.24469,435.665436,1.269626,553.132019,,,,,,,243.468689,4.539853,1094.612671,,,,,,,50.000999,96.071182,34.487564,31.847172,,23352.855
07:45:08,455.347107,1.386438,631.310364,432.251068,1.378382,595.806946,,,,,,,242.301086,4.930185,1193.121338,,,,,,,49.993999,97.229607,35.256821,32.327629,,23352.948
07:50:06,455.602203,1.476665,672.771729,429.091797,1.471026,631.205017,,,,,,,242.630035,5.238199,1271.276978,,,,,,,49.983006,97.492302,35.930138,32.953091,,23353.05
07:55:00,453.443695,1.584615,718.533813,428.895569,1.572531,674.45166,,,,,,,243.56572,5.548945,1351.875,,,,,,,49.997002,97.048752,36.700611,33.559689,,23353.156
08:00:04,452.325195,1.678065,759.031006,429.209534,1.666786,715.400635,,,,,,,244.811783,5.861982,1433.287231,,,,,,,49.997002,97.209473,37.411346,34.068813,,23353.273
08:05:09,447.301758,1.781182,796.725708,422.989105,1.782793,754.101929,,,,,,,243.602127,6.194978,1507.372192,,,,,,,50.009003,97.197922,38.216076,34.669315,,23353.395
08:10:02,446.202881,1.889938,843.295593,426.285736,1.864159,794.664185,,,,,,,244.485764,6.484999,1586.342041,,,,,,,50.005001,96.848663,38.922451,35.254978,,23353.523
08:15:09,443.828522,1.975331,876.708374,422.361176,1.948746,823.074829,,,,,,,244.195618,6.762417,1652.285889,,,,,,,49.997002,97.205688,39.541161,35.735523,,23353.659
08:20:06,445.947784,2.073614,924.723755,420.830597,2.051863,863.486816,,,,,,,242.727432,7.123089,1732.069824,,,,,,,50.005001,96.860504,40.364407,36.290031,,23353.795
08:25:08,443.494934,2.158202,957.151855,421.164185,2.130812,897.421753,,,,,,,242.836929,7.421324,1803.712402,,,,,,,49.993,97.257523,41.023609,36.797977,,23353.947
08:30:08,441.395294,2.254069,994.935364,416.435089,2.237957,931.963745,,,,,,,246.399445,7.569651,1872.91272,,,,,,,50.02401,97.198273,41.542023,37.311543,,23354.097
08:35:05,441.395294,2.345102,1035.116821,416.179993,2.322545,966.59668,,,,,,,246.435425,7.850733,1946.997803,,,,,,,50.001999,97.266556,42.251888,37.804794,,23354.251
08:40:00,439.3349,2.432912,1068.863159,415.591309,2.39666,996.031128,,,,,,,246.207581,8.128814,2005.614624,,,,,,,50.001999,97.129166,42.872616,38.270535,,23354.416
08:45:01,438.549988,2.527973,1108.642456,412.549774,2.487693,1026.297119,,,,,,,245.402344,8.417395,2067.487793,,,,,,,50.011002,96.840584,43.409916,38.725418,,23354.582
08:50:02,436.509216,2.612561,1140.406982,410.410889,2.581142,1059.328979,,,,,,,247.416443,8.612942,2139.130615,,,,,,,49.999001,97.244888,44.101627,39.239418,,23354.757
08:55:00,434.056366,2.688287,1166.868164,410.096924,2.649618,1086.600342,,,,,,,246.351501,8.879398,2194.490723,,,,,,,49.980007,97.382805,44.699493,39.667885,,23354.937
09:00:04,434.527313,2.780931,1208.390625,406.91803,2.752735,1120.137695,,,,,,,247.285049,9.089322,2249.851074,,,,,,,50.018005,96.621162,45.134167,40.046829,,23355.117
09:05:10,434.252594,2.842963,1234.563843,405.858398,2.82685,1147.301025,,,,,,,247.452271,9.330184,2315.794922,,,,,,,49.980007,97.226128,45.836071,40.505135,,23355.314
09:10:09,433.997498,2.902577,1259.711182,408.193512,2.861491,1168.042114,,,,,,,247.285049,9.547519,2365.456299,,,,,,,49.993999,97.43396,46.295738,40.963524,,23355.509
09:15:01,434.134857,2.977498,1292.635498,404.210083,2.963803,1197.998901,,,,,,,247.225311,9.799638,2429.771973,,,,,,,50,97.556351,46.754246,41.348019,,23355.697
09:20:06,432.211823,3.062891,1323.817749,403.935364,3.041946,1228.74939,,,,,,,246.866592,10.056396,2487.574463,,,,,,,49.996002,97.453835,47.343536,41.674801,,23355.909
09:25:02,442.631531,2.985554,1321.500244,407.840302,3.037918,1238.985229,,,,,,,247.643188,10.028809,2493.273438,,,,,,,50.005001,97.375031,47.858997,42.241493,,23356.117
09:30:00,449.322906,2.957358,1328.808472,411.549011,3.053224,1256.551392,,,,,,,247.655106,10.067409,2498.972168,,,,,,,50.014004,96.658585,48.231693,42.589245,,23356.313
09:35:09,453.149353,3.012138,1364.948608,434.900146,2.803488,1219.237305,,,,,,,246.147583,10.144166,2507.92749,,,,,,,50.009003,97.049026,48.582928,42.995602,,23356.528
09:40:02,457.741089,2.977498,1362.922974,435.253357,2.781737,1210.760254,,,,,,,248.595673,10.039853,2498.972168,,,,,,,49.992001,97.097122,48.870598,43.300327,,23356.737
09:45:06,468.572876,2.811544,1317.41333,435.881287,2.905799,1266.583618,,,,,,,248.738235,10.023282,2500.600342,,,,,,,50.016006,96.772568,48.981525,43.300327,,23356.934
09:50:00,479.267303,2.650424,1270.261597,442.90625,2.94769,1305.550537,,,,,,,249.733826,9.995603,2500.600342,,,,,,,49.998001,97.080078,48.329586,43.341347,,23357.138
09:55:04,487.175262,2.237151,1089.884644,414.06073,3.603449,1492.046631,,,,,,,248.238922,10.061904,2498.157959,,,,,,,50.032021,96.755402,49.398289,43.317467,,23357.33
