Time,I1V,I1A,I1P,I2V,I2A,I2P,I3V,I3A,I3P,I4V,I4A,I4P,G1V,G1A,G1P,G2V,G2A,G2P,G3V,G3A,G3P,FRQ,EFF,INVT,BOOT,SR,KWHT
05:55:34,286.453644,0.026585,7.615313,286.747986,0.038669,11.088201,,,,,,,245.233749,0.768149,0,,,,,,,49.999001,0,17.55401,17.843914,,8589.939
06:00:21,321.71582,0.028196,9.071099,314.690857,0.037058,11.661688,,,,,,,244.847977,0.025757,0,,,,,,,50.064083,0,19.241207,18.94042,,8589.939
06:05:21,296.892975,0.046725,13.872265,300.856781,0.053975,16.238806,,,,,,,244.509918,0.025757,0,,,,,,,50.037029,0,20.50666,19.745867,,8589.939
06:10:17,330.820801,0.05317,17.589609,322.952057,0.06767,21.854296,,,,,,,243.09227,0.025757,8.056641,,,,,,,49.986004,20.425566,20.982182,20.229433,,8589.939
06:15:25,334.882721,0.070893,23.740774,338.630676,0.074921,25.370481,,,,,,,243.505096,0.025757,17.724609,,,,,,,50.011002,36.090729,21.552752,20.791994,,8589.94
06:20:06,349.148499,0.079754,27.84613,350.737946,0.091033,31.928658,,,,,,,244.280273,0.025757,25.78125,,,,,,,49.992001,43.130642,21.93317,21.173523,,8589.941
06:25:18,373.166809,0.096672,36.074783,383.154816,0.103117,39.509701,,,,,,,246.243561,0.025757,41.088867,,,,,,,49.987003,54.361511,22.463163,21.647932,,8589.944
06:30:17,354.976471,0.130507,46.326984,370.870941,0.130507,48.401329,,,,,,,245.967484,0.025757,55.250797,,,,,,,50.025013,58.325535,23.074415,22.221367,,8589.948
06:35:16,392.0047,0.15387,60.317608,405.30896,0.16112,65.303375,,,,,,,247.881638,0.495287,97.3601,,,,,,,49.993999,77.503052,23.608351,22.748404,,8589.954
06:40:25,386.942017,0.173204,67.019905,406.015381,0.207039,84.061104,,,,,,,248.488693,0.357765,107.887421,,,,,,,49.983006,71.410309,24.144575,23.264633,,8589.962
