Time,I1V,I1A,I1P,I2V,I2A,I2P,I3V,I3A,I3P,I4V,I4A,I4P,G1V,G1A,G1P,G2V,G2A,G2P,G3V,G3A,G3P,FRQ,EFF,INVT,BOOT,SR,KWHT
06:00:47,152.998978,0.335935,51.397743,152.429916,0.318212,48.505028,,,,,,,244.775589,0,0,,,,,,,49.998001,0,0,0,,8631.893
06:05:07,268.812744,0.031418,8.445667,329.231354,0.042697,14.057125,,,,,,,245.847336,0.025757,0,,,,,,,49.994999,0,20.148664,20.018629,,8631.893
06:10:09,315.377655,0.037058,11.68714,339.140869,0.049142,16.665926,,,,,,,245.101212,0.025757,0,,,,,,,49.983006,0,21.45771,20.886562,,8631.893
06:15:05,297.540527,0.053975,16.059811,324.875092,0.066059,21.460989,,,,,,,243.395889,0.025757,4.833984,,,,,,,49.974014,12.88348,21.93317,21.268095,,8631.893
06:20:03,303.760956,0.064448,19.576786,331.72345,0.079754,26.456406,,,,,,,246.051529,0.025757,15.307617,,,,,,,49.988003,33.253433,22.503839,21.838121,,8631.893
06:25:05,319.871277,0.08056,25.768829,334.470642,0.095061,31.795048,,,,,,,245.679077,0.025757,25.78125,,,,,,,49.992001,44.787201,22.926001,22.203609,,8631.895
06:30:02,342.614105,0.091838,31.465134,365.062592,0.103922,37.938183,,,,,,,245.703094,0.025757,33.837891,,,,,,,50.004002,48.755436,23.421593,22.612072,,8631.897
06:35:06,338.041992,0.111978,37.853401,380.211395,0.117618,44.719551,,,,,,,245.799286,0.025757,46.728516,,,,,,,49.984005,56.59058,23.930241,23.169481,,8631.901
06:40:07,345.714508,0.117618,40.662109,364.807495,0.132118,48.197784,,,,,,,246.579224,0.357765,39.477539,,,,,,,49.974014,44.426723,24.36911,23.549864,,8631.905
06:45:04,365.984863,0.121646,44.520451,363.414276,0.143397,52.11245,,,,,,,246.243561,0.357765,60.109562,,,,,,,50.005001,62.204033,24.78618,23.930241,,8631.909
06:50:00,364.748627,0.145008,52.891468,377.405334,0.16112,60.807545,,,,,,,246.267532,0.357765,88.452362,,,,,,,50.002998,77.795189,25.244959,24.311304,,8631.915
06:55:05,372.813599,0.165148,61.569424,379.858185,0.184482,70.077156,,,,,,,246.782822,0.357765,90.881744,,,,,,,50.006001,69.034645,25.723627,24.752941,,8631.922
07:00:00,374.147949,0.174815,65.406754,388.335236,0.194955,75.707977,,,,,,,245.113266,0.357765,99.789482,,,,,,,50.039032,70.715141,26.123821,25.121353,,8631.929
07:05:03,377.44458,0.200594,75.713272,390.179779,0.215901,84.240128,,,,,,,244.679016,0.495287,117.60495,,,,,,,50.017006,73.524513,26.532726,25.520449,,8631.938
07:10:01,378.935913,0.222346,84.254738,391.37677,0.238458,93.326767,,,,,,,247.392548,0.495287,132.991043,,,,,,,49.999001,74.890144,26.841253,25.926773,,8631.949
07:15:03,376.698914,0.236041,88.916313,390.788086,0.251347,98.223495,,,,,,,247.464172,0.600811,145.947754,,,,,,,50.013004,77.988625,27.146,26.231628,,8631.96
