#1 18/03/2020 17:00:00	Riso warning 7.1 Mohm

#1 18/03/2020 16:55:20	Riso warning 7.1 Mohm

#1 18/03/2020 16:50:22	Riso warning 7.1 Mohm

#1 18/03/2020 16:45:05	Riso warning 7.1 Mohm

#1 18/03/2020 16:40:00	Riso warning 7.1 Mohm

#1 18/03/2020 16:35:05	Riso warning 7.1 Mohm

#1 18/03/2020 16:30:22	Riso warning 7.1 Mohm

#1 18/03/2020 16:25:16	Riso warning 7.1 Mohm

#1 18/03/2020 16:20:15	Riso warning 7.1 Mohm

#1 18/03/2020 16:15:24	Riso warning 7.1 Mohm

#1 18/03/2020 16:10:18	Riso warning 7.1 Mohm

#1 18/03/2020 16:05:01	Riso warning 7.1 Mohm

#1 18/03/2020 16:00:18	Riso warning 7.1 Mohm

