Time,I1V,I1A,I1P,I2V,I2A,I2P,I3V,I3A,I3P,I4V,I4A,I4P,G1V,G1A,G1P,G2V,G2A,G2P,G3V,G3A,G3P,FRQ,EFF,INVT,BOOT,SR,KWHT
06:20:20,288.043091,0.032224,9.2819,164.694168,0.030613,5.041749,,,,,,,243.917206,0.835685,0,,,,,,,50.010002,0,19.596352,19.594633,,17785.944
06:25:15,311.668945,0.038669,12.051865,260.806641,0.035446,9.244657,,,,,,,244.340729,0.093384,0,,,,,,,49.981007,0,21.93317,20.982182,,17785.944
06:30:29,319.027496,0.049947,15.934531,293.380493,0.043502,12.762756,,,,,,,243.56572,0.093384,0,,,,,,,50.000999,0,22.644741,21.659952,,17785.944
06:35:09,316.751251,0.065254,20.669159,294.420502,0.053975,15.891406,,,,,,,246.015503,0.093384,7.250977,,,,,,,49.980007,19.832779,23.074415,22.169785,,17785.944
06:40:17,348.540192,0.079754,27.797615,308.2742,0.072504,22.351112,,,,,,,246.902496,0.093384,18.530273,,,,,,,49.987003,36.950638,23.603176,22.601173,,17785.945
06:45:02,348.854156,0.09345,32.600281,344.282043,0.08056,27.735361,,,,,,,246.591217,0.093384,29.003906,,,,,,,49.974014,48.070934,24.120544,23.074415,,17785.947
06:50:03,357.605927,0.099894,35.722832,352.091919,0.091033,32.051914,,,,,,,246.195572,0.093384,31.420898,,,,,,,49.977009,46.360771,24.595963,23.549864,,17785.949
06:55:26,382.252167,0.149036,56.969337,372.774353,0.143397,53.454655,,,,,,,246.411469,0.425351,89.251457,,,,,,,49.989002,80.826149,25.215586,24.121117,,17785.954
07:00:17,382.683868,0.157092,60.116577,377.974396,0.157092,59.376755,,,,,,,246.794785,0.425351,97.293335,,,,,,,50.029018,81.421562,25.823975,24.596535,,17785.962
07:05:14,377.542694,0.157898,59.613087,359.45047,0.157092,56.466797,,,,,,,247.368652,0.425351,92.468208,,,,,,,50.029018,79.659119,26.231628,24.981346,,17785.97
07:10:00,384.842377,0.16837,64.796066,375.83551,0.161926,60.857391,,,,,,,246.663071,0.425351,111.76873,,,,,,,50.000999,88.949982,26.637972,25.421827,,17785.977
07:15:13,390.39563,0.182871,71.39212,376.345703,0.173204,65.184586,,,,,,,247.141678,0.425351,106.943596,,,,,,,49.996002,78.302956,27.146,25.926773,,17785.987
07:20:06,401.070435,0.237652,95.315193,389.120148,0.231207,89.967384,,,,,,,248.07225,0.668368,155.999084,,,,,,,50.016006,84.195229,27.55242,26.333223,,17785.996
07:25:10,398.754944,0.226374,90.267601,391.160919,0.227179,88.863625,,,,,,,247.595459,0.562856,158.411652,,,,,,,49.992001,88.433304,27.961847,26.841253,,17786.01
07:30:02,404.622162,0.277126,112.131485,405.289337,0.26907,109.051369,,,,,,,245.847336,0.835685,191.383377,,,,,,,49.993999,86.527214,28.466801,27.305712,,17786.023
